T75	TCP
T81	T81
T81	T82
T81	TG
T81	TH
T81	T35
T81	T36
T8X	T8X
T8X	TBM
T8X	TBN
T8X	T19
T8X	T40
T8X	T62
T8X	T63
T8X	TE6
T8X	TE7
T9T	T9T
T9T	T26
T9T	T27
T9T	T6T
T9T	T55
T9T	TEX
T9T	T56
T9T	TCD
T9T	T9S
TAP	TAP
TAP	TAW
TAP	T7F
TAP	T4T
TAP	T50
TAP	T53
TCH	TCH
TCH	TCI
TCH	TCJ
TCH	TAT
TCH	T23
TCH	T4X
TCH	T6X
TCH	T6Y
TCH	T6Z
TCH	TF1
TCH	TF2
TCH	TF3
TDD	TDD
TDD	TAC
TDD	T7T
TDD	T7U
TDD	T7V
TDD	TFV
TDD	TFW
TDD	TFX
TDD	T1Q
TDD	TDB
TDD	T4G
TDD	TDC
TF5	TF5
TF5	TCL
TF5	TA8
TF5	T6P
TF5	TET
TF5	TC9
TF5	T1M
TF5	T4C
TF5	T71
T2	T2
T2	T5K
T2	T16
T2	T96
T2	TDN
T2	T3X
T2	TB1
T2	T5U
T2	T5V
T2	TDZ
T2	TE0
T2	TBD
T2	TBE
T2	T2J
T2	T8U
TY	TY
TY	T3N
TY	T90
TY	T17
TY	T3Y
TY	T1C
TY	T5T
TY	T43
TY	T8K
TY	TDY
TY	TBC
TY	T8V
T76	T76
T76	TFA
T76	TCQ
T8Y	T8Y
T8Y	T1A
T8Y	T41
TAQ	TAQ
TAQ	TAX
TAQ	T4U
TAQ	T51
TDE	TDE
TDE	TA6
TDE	T1K
TDE	T49
TDE	T7W
TDE	TFY
TEA	TEA
TEA	TBO
TEA	TBQ
TEA	T64
TEA	TE8
TEA	T9U
TEA	T9X
TEA	T28
TEA	T2A
TEA	T57
TEA	T5A
TF6	TF6
TF6	TCM
TF6	T1Z
TF6	T20
TF6	T4P
TF6	T4Q
TF6	TA9
TF6	T6Q
TF6	TEU
TF6	TCA
TF6	T1N
TF6	T4D
TF6	TAL
TF6	T72
TF6	TAM
T3	T3
T3	TZ
T3	T4
T3	T3O
T3	T97
T3	T98
T3	T8L
T3	T2K
T3	T2L
T5F	T5F
T5F	T9Y
T5F	TA2
T5F	T2B
T5F	T2F
T5F	T5B
T6B	T6B
T6B	TEB
T6B	TBR
T6B	TEF
T6B	TBV
T6B	T67
T77	T77
T77	T79
T77	T7B
T77	T7C
T77	TFC
T77	T7D
T77	TFE
T77	TCS
T77	TFG
T77	TFH
T77	TCU
T77	TFI
T77	TCW
T77	TCX
T77	TCY
T77	T7R
T77	TFT
T77	TD9
T83	T83
T83	T84
T83	T85
T83	TI
T83	TJ
T83	T37
T83	TK
T83	T38
T83	T5W
T83	T39
T83	T5X
T83	TE1
T83	TBH
T8Z	T8Z
T8Z	T5L
T8Z	TDO
T8Z	TB2
T8Z	T1B
T8Z	T42
T9V	T9V
T9V	T29
T9V	T58
T9V	TE9
T9V	TBP
T9V	T65
TAR	TAR
TAR	TAY
TAR	T7H
TAR	T4V
TAR	T52
TAR	T54
TDF	TDF
TDF	T1X
TDF	T4N
TDF	TAJ
TDF	T7X
TDF	TFZ
TF7	TF7
TF7	TF8
TF7	TCN
TF7	TCO
TF7	T6J
TF7	TEN
TF7	TC3
TF7	T73
TF7	T74
T10	T10
T10	T3P
T10	T8M
T78	T78
T78	T7A
T78	TFD
T78	TFF
T78	TCT
T78	TCV
T78	T7O
T78	T7P
T78	T7Q
T78	TFQ
T78	TFR
T78	TFS
T78	TD6
T78	TD7
T78	TD8
TDG	TDG
TDG	T7Y
TDG	TG0
TDG	TX
TDG	T3M
TDG	T8J
T5	T5
T5	T99
T5	T2M
T11	T11
T11	T3Q
T11	T8N
T91	T91
T91	T92
T91	T93
T91	T1D
T91	T1E
T91	T1F
T91	T44
T91	T45
T91	T46
T91	T5Z
T91	TE3
T91	TBJ
TDH	TDH
T6	T6
T12	T12
T12	T3R
T12	T8O
T1Y	T1Y
T1Y	T4O
T1Y	T6I
T1Y	TEM
T1Y	TC2
T1Y	T6R
T1Y	TEV
T1Y	T6W
T1Y	TCB
T1Y	TAK
T1Y	TF0
T1Y	TCG
T5I	T5I
T5I	TDL
T5I	TAZ
T86	T86
T86	TL
T86	T3A
T59	T59
T59	T9W
T66	T66
T2N	T2N
T2N	T9A
TAO	TAO
TAO	T22
TAO	T4S
TAU	TAU
TAU	T24
TAU	T4Y
TDI	TDI
T7	T7
T7	T9B
T7	T2O
T2V	T2V
T2V	T2Y
T2V	T31
T2V	T33
T2V	T9I
T2V	T9L
T2V	T9O
T2V	T9Q
T2V	T7Z
T87	T87
T87	TM
T87	T3B
T9Z	T9Z
T9Z	T2C
T9Z	T5C
T9Z	TEC
T9Z	TBS
T9Z	T68
TAV	TAV
TAV	T25
TAV	T4Z
TAV	TBL
TAV	T61
TAV	TE5
TDJ	TDJ
T14	T14
T14	T3V
T14	T8S
T94	T94
T94	T1G
T94	T47
T94	TCK
T94	T70
T94	TF4
TDK	TDK
T21	T21
T21	T4R
T21	T7K
T21	T7L
T21	TFL
T21	TFM
T21	TFN
T21	TD1
T21	TD2
T21	TD3
T21	TAN
T2X	T2X
T2X	T30
T2X	T32
T2X	T34
T2X	T9K
T2X	T9N
T2X	T9P
T2X	T9R
T2X	T80
T6H	T6H
T6H	TEL
T6H	T8G
T6H	TC1
T6H	TV
T6H	T3K
T7E	T7E
T5N	T5N
T5N	T8D
T5N	T8E
T5N	TDQ
T5N	T8F
T5N	TB4
T5N	TS
T5N	TT
T5N	T3H
T5N	TU
T5N	T3I
T5N	T3J
TCR	TCR
TCR	TFB
TCR	T8
T18	T18
T18	T3Z
T18	T8W
T5O	T5O
T5O	TDR
T5O	TB5
T6K	T6K
T6K	TEO
T6K	TC4
T7G	T7G
T5P	T5P
T5P	TDS
T5P	TB6
T5P	T4I
T5P	TAE
T5P	T1S
T6L	T6L
T6L	TEP
T6L	TC5
TA5	TA5
TA5	T6N
TA5	TER
TA5	T1H
TA5	T1I
TA5	T1J
TA5	TC7
TA5	T48
TA5	T6E
TA5	T13
TA5	T6F
TA5	T3S
TA5	T6G
TA5	T3U
TA5	TEI
TA5	TEJ
TA5	TEK
TA5	TBY
TA5	TBZ
TA5	TC0
TA5	T8P
TA5	T8R
T5Q	T5Q
T5Q	T5R
T5Q	T5S
T5Q	TDT
T5Q	TDU
T5Q	TB7
T5Q	TDV
T5Q	TB8
T5Q	TDW
T5Q	TB9
T5Q	TBA
T6M	T6M
T6M	TEQ
T6M	TC6
T7I	T7I
T7I	T7J
T7I	TFJ
T7I	TFK
T7I	TCZ
T7I	TD0
TA7	TA7
TA7	T1L
TA7	T4B
T4W	T4W
T4W	TAS
T6O	T6O
T6O	TES
T6O	TC8
